gender,height,weight,age
female,172.3952627172478,79.39791885626808,38
male,183.72567138985556,90.7122421023624,25
female,163.67459723615534,82.51459471771847,46
female,170.52429622873606,72.48546905606668,30
male,198.66471418381423,88.1149085879779,26
male,202.47259236139743,87.39872752284725,63
female,170.56996372175536,82.42421021431433,32
female,163.1946560350609,64.11017342261975,44
male,196.10624445704474,110.7199531749497,54
male,182.82928651065998,89.17465089821295,62
male,184.35536149617366,73.93129708465943,54
male,180.18704256045405,84.30366546699892,47
male,187.2815714318919,74.34317302180433,33
male,200.17282464324725,86.9540322128332,47
female,165.99698509732406,53.25370956809839,34
male,186.4707411829463,86.8299444964526,34
male,194.5958752604368,73.69821270515317,29
female,172.80026641488757,74.43068262642562,19
male,189.4551396209104,106.96646054978955,44
male,197.76789889369357,71.00318495267314,64
female,156.32631740457825,60.99097574663944,53
female,163.23042293898718,63.32190496526466,65
male,196.82583813392426,77.28259185403218,18
female,166.7752777018348,77.77247690836776,56
female,161.0458932261762,67.92904675714001,49
female,172.9300712057994,73.93965228262898,45
male,194.19950110997343,86.11129375296512,47
female,161.91685919484854,71.87992160141886,25
male,190.2385842778146,90.3741200282038,47
female,168.61992765510237,75.96321815682573,27
female,157.50155209280064,73.06762543707983,68
female,150.45954255345913,72.8610848250062,61
female,164.4499318900945,58.22430063161876,55
male,169.06204820369493,93.05574702806173,59
female,173.24931654686338,70.18693840468477,22
male,194.8678173218521,86.88073356991774,34
female,169.9205144901535,67.81122237848814,51
male,192.38035906198223,83.20380278594367,52
female,174.17959894862017,71.11581116215224,57
male,190.86154741159328,106.48296863786959,65
male,195.97783183586557,91.1516398427858,53
female,165.88875880168212,70.38686242924615,56
female,172.5511012050577,74.58108885184495,52
male,186.64813780794117,76.77834393310593,21
female,158.06757197529413,78.87531185719334,44
male,194.10685661032693,89.73145453267787,23
male,197.7495646850088,95.72541799572758,25
female,175.6764509953112,67.32911739264988,66
male,202.4057611766882,58.254328718458595,50
male,191.62434956150346,101.74859672914064,63
female,163.6808978810736,70.73083472255722,36
female,161.61290118209948,66.22877802253586,61
male,186.78447370321828,78.55659732978016,18
male,189.15336295974552,95.3718140564905,19
female,176.2456779218295,62.718532789478395,68
female,164.1555491959603,77.85829986877857,62
female,156.04793434145878,67.91926967259995,28
female,181.3257085406124,67.61832683024025,55
male,180.25085169483103,90.01900233700673,29
female,167.04276754187757,60.902944392436275,62
female,169.97699429072006,83.00363073417817,19
female,164.55152278950746,71.88574249530012,26
male,190.45132090367085,80.0843806098107,31
male,192.66810869417944,94.95973678846445,28
female,166.10955171989463,73.97245227781042,44
male,187.36589492552503,85.23385214658508,19
female,171.1849342345904,72.72549219846947,39
female,158.2550194777659,59.51915826731512,48
male,189.10715615735725,88.36277889247563,55
female,163.93663523177247,72.3071594439228,69
female,160.89779827927924,69.57155164755899,58
female,161.66669316969035,58.75730784670162,49
female,161.74670457928505,74.93971856405717,63
male,192.05490552516642,106.4300705458491,21
male,186.99488442837918,93.24102896855706,18
female,174.31194978532346,71.11194005483145,48
female,164.29604271172423,83.30014451453299,27
female,166.7307573722772,74.04480348886995,62
female,164.70985615004875,74.58435284791744,52
male,191.75140144376186,88.3899351380942,41
male,194.40740189346528,87.7879981238546,23
female,160.18144440582748,68.70894483548634,19
female,173.95940617697093,79.7578144051779,41
male,191.88506326806512,98.42721861351185,36
male,199.69172433315734,75.94202786628853,48
male,190.2012137605437,83.48032617683961,20
female,159.2843037035092,74.7220761229812,36
male,198.2897965163732,74.34197288651242,34
male,186.3722315279716,87.1833875044216,41
male,195.67977588144115,66.24992612528064,41
male,193.4875522394775,90.4806692470717,20
female,165.71503057761066,76.93816116520016,24
male,189.0748145104894,86.07229288419153,33
female,165.54256106408252,64.20443051149122,43
male,190.3285443144226,96.90474985193482,26
male,180.511867478214,80.64098530909567,63
male,191.96112811173725,76.85131851090657,49
male,190.1232927635356,80.44828216046236,64
female,158.36229825357856,76.63625517159888,65
male,199.99113755002452,64.27864883903513,67
female,162.0662066408516,57.253364742568365,61
female,162.18039829243958,61.570525797194904,58
female,169.78896153154486,64.35923154651546,42
female,162.29181496046928,82.10653519724964,41
male,192.16183108819274,82.2715545365987,37
female,159.39649318466772,69.27338631831273,23
female,170.7739251507903,73.69557936493908,55
female,163.0508954452214,71.63545687897064,21
male,191.37091678568376,83.55121438052113,52
male,200.23537157102345,83.16459677983535,48
female,166.7066720299873,75.77166370229519,52
male,187.454714514503,90.55941451645842,27
female,165.49192931198,72.23513537637767,21
female,176.58545392312243,61.39704574721672,60
female,157.39324076832747,73.42239927402584,57
female,162.73768156619892,63.38887641333277,49
female,170.8524823915733,70.68538737412257,47
male,192.68941450404128,88.25259498229582,42
female,167.9405700152637,76.52246247812481,68
female,165.16584707304955,61.26995311087278,63
male,196.52813582311163,109.98430483721495,37
male,189.1982210832317,66.07237822409948,27
male,197.67582982761178,77.94462052721539,20
male,190.68369263723835,91.85619374218483,44
male,189.83513494388032,89.61272084317831,40
male,182.36720645790007,70.04458463501797,63
male,190.4855886186065,67.24017753038108,63
female,156.26281291167714,67.05498011555747,44
female,164.19811679038656,68.28662943313267,51
female,166.99211996282511,59.348056588220615,68
male,197.56039241397517,79.67006280574046,27
female,165.0474422686437,62.002175422418134,69
male,207.07826684437492,78.88240360495415,51
female,170.35888695052185,81.43061281975376,23
female,156.32281751873091,69.64830177996744,33
female,167.65161532788522,67.09054982337686,19
female,161.36432596921068,58.499482265902905,32
female,172.01212052544355,83.77931138508212,64
female,157.48779973055795,58.37262910609457,69
female,173.52577020442735,79.46568722356086,34
female,172.18536940112568,70.21416586204029,31
male,192.37081122545183,92.98566673110591,37
female,161.22292805587495,66.6927890826175,65
male,192.28721335221624,80.23123539356165,66
female,170.34547635642238,78.60832851011627,68
female,164.86787694975234,78.54801589422102,32
female,162.18096579749633,70.33676289816187,65
female,173.5238227666793,71.38088331393307,61
female,160.83529557812918,80.58691247496593,39
male,195.48011614464002,87.46906063416611,51
female,160.7535099934687,50.626113773959446,46
male,209.70258111130786,84.39150479997072,65
male,190.83706257889907,79.87411203021492,56
female,156.21169272589506,86.8099288917582,37
female,174.06638276569578,58.813080812455155,47
male,187.3044240370858,88.51165467627084,25
male,174.48226812452154,96.28847487549389,66
female,172.26514865678422,69.33242499447823,43
male,182.50403306920893,64.55370996198732,33
male,189.86088455242182,80.51091612686994,59
male,177.5679177216612,91.13460165671837,30
male,194.25527556801578,92.97850701382139,51
male,187.76876179327706,74.29333593809821,39
male,199.7472571004503,86.51407390624777,42
female,167.93853735817547,67.92538283893605,32
female,175.95535067497713,70.65105644180986,37
male,185.7104791666093,79.33294891944948,69
male,177.73719835273798,114.92810570060641,34
female,170.0764062703696,77.74779538533815,35
female,166.79967220350107,70.97245708690046,52
male,189.29103496908928,66.33299413196059,40
female,161.7114993436638,78.30349691836471,29
female,163.68792700816388,49.79994567061034,48
male,190.48861459493014,77.24125176833516,26
female,161.67091662253995,71.13723977010372,38
female,167.69695499826858,57.42804865591605,27
female,169.42783651248146,77.69232147119394,52
male,192.52453524005057,93.01181763988183,39
male,183.56919441959735,80.59725363149197,55
male,191.47977597229462,87.89911174037663,63
female,162.83148419242755,63.52047245138543,45
female,169.53751517592775,64.50290825317408,53
male,200.7340359090743,91.86857911012257,48
female,164.43044814610866,66.01504938116119,66
male,191.68925354441745,99.19035611367264,64
female,158.87846383682248,84.09499069659972,25
female,160.86558039450816,68.32455174619207,49
male,186.55854670057568,88.22504660289904,52
female,161.74772120398455,60.80872038567954,21
male,194.31039804839799,93.00701947545576,28
male,184.85359275665726,90.70486086079691,47
female,167.01660961506522,76.65632948117432,34
male,200.0195674728183,99.55600479257298,27
female,165.87873572200772,73.99992232545216,28
male,182.7943994427255,77.40326982247447,53
female,165.38287037330264,61.155454403858,27
male,189.6485676807078,99.83743910203707,23
female,166.82614057790875,75.39742992666939,21
male,189.17352031106245,78.69750704995563,46
female,162.48157625185632,68.38680395890582,51
male,192.36938690423185,79.5491277000441,56
female,160.13554745851025,68.77824610353379,19
female,163.2983903368271,72.435700194899,36
female,166.64714537870705,73.55848766710797,48
male,191.00134138915266,84.31713792235709,37
female,165.406411343805,74.12765462992694,19
female,170.36237228545522,58.71319286996663,61
female,159.24256687589718,74.57393108639697,28
female,166.33355432038894,69.8099185049353,30
female,170.00753620891368,70.13413021936809,60
female,166.28531585485965,75.88708640757008,69
female,168.29313300099733,66.40180615847696,30
male,167.8070198488536,82.00450588800808,51
female,175.69116182130585,76.91221926383649,62
female,168.0837105545491,72.39584363939936,62
female,172.14176664675645,91.09329689175411,58
female,164.92806964331555,83.97842209076207,31
male,196.26635254019413,81.78840961294297,68
male,185.3255431047178,88.27072374877845,19
female,160.31230623462463,73.05276786608222,55
male,186.16259791283258,78.85856468752816,40
male,190.62060313673007,71.27920812730386,30
female,161.95465963427785,72.21437151476022,55
female,152.12316426986584,59.30971894529429,57
female,164.12110095894127,60.38886448938755,64
female,162.70304616353835,66.74502112136035,69
female,165.88385642987882,62.37511660034398,39
male,189.55103157384906,76.83845010971956,30
male,178.49767832192083,77.6226329531516,49
female,161.50526073199845,70.39538106346961,60
male,174.3323813667252,71.79922812262699,56
male,186.25278301202638,79.44726911986828,54
male,185.4453812084213,101.76454961914663,18
female,157.28750615517302,69.45787190270163,29
male,193.60107183841123,96.18549944255327,46
male,189.36626702387088,89.60824865403865,49
male,193.4400061690414,87.33865101009248,57
male,185.23263839767583,85.00755507454596,46
female,170.29165520906506,62.22800125222363,24
male,185.816326217216,79.3112302480263,65
male,189.73700548514364,90.85021332287798,39
female,169.5858354741174,66.39283936858573,28
male,177.37802226620838,76.36020150923922,59
female,172.68306101805248,76.26682678257004,26
female,167.3115469011215,72.51664291323283,36
male,181.58495331746738,86.83012928311481,47
male,193.9585675194208,69.93474741960884,39
male,195.58596184728566,78.99252069361432,52
male,212.35175297491404,84.98285846330936,60
male,190.13566866388618,82.87548297286943,40
female,168.9980579054493,64.60347552366906,41
female,164.52308773914402,63.86164327800429,39
male,194.80236021998908,84.79901248230348,42
male,184.35890953452667,68.72688272052685,21
female,166.35713939133677,70.37962492864519,24
female,164.67778692741135,75.37664672481175,50
female,162.68929940303104,79.67340477975813,20
male,194.3638499679594,100.1842203065218,42
male,197.52740381369827,76.93480167543439,52
male,190.0113332194986,70.39697564790777,54
male,193.1093882910347,67.2056107457657,62
male,188.39315941247756,109.18777779313464,22
male,179.8639026970863,86.02917390523237,19
female,169.62031068444418,73.24266419198983,55
male,191.93683559531013,90.4968318629026,67
male,193.35285878022475,77.46137886309039,24
female,162.9441794926062,63.749312171954955,58
male,192.97724915831077,105.40133885996919,63
male,191.6715241131856,69.52198443690969,55
male,187.79439288164124,94.05717600497366,20
male,185.32336682449866,82.7840030561496,45
male,184.583475606275,72.29048278907717,25
male,189.307772427662,91.78728069279418,29
male,177.0934449156348,94.81149715570353,38
female,160.15647836626343,70.64630065654868,37
male,193.37306243202943,102.44861406623494,48
male,201.92220826942628,86.92004236968677,40
female,156.22654584575506,76.3459790499864,32
male,186.58066743922748,71.24914766832916,63
male,193.05591862910367,99.69784258787496,33
male,202.7438073555927,92.53189949732548,43
female,164.06387422740204,71.84000843456901,39
male,186.50188876693858,89.75258604717311,67
male,176.904456552819,87.73118434293644,37
female,160.0684550283496,63.34101543605119,38
female,170.32900878549282,79.27648440085524,23
female,166.34739765004346,81.22207471599397,29
male,191.8448556836835,66.91704671500486,58
female,161.57152014079767,73.70571440252925,27
male,183.3615639704306,91.62841093021632,44
male,196.59951959898052,91.39902957152084,63
female,164.35099207088186,70.17667725717948,63
male,198.52010964577846,85.30476413920628,23
male,206.0365980081352,93.71524386087934,65
male,194.9575009627959,89.42316868164485,66
female,162.93398804497437,62.133711161255675,23
female,170.81734135160627,65.82561052202878,50
male,194.1684362834748,72.37135246271822,56
female,164.66858852866994,75.11650344683547,37
female,176.12809668559387,64.85742868544561,33
male,204.4024682879819,78.92176107384375,41
female,165.10013703384755,61.25155619255752,51
male,181.4451053377564,79.35803820139513,62
male,189.3362303810339,80.20031853851273,42
male,195.83745508184234,83.9302853014152,44
female,166.57269773261905,61.33019657386865,45
male,194.05743221249503,87.57253421111501,28
male,185.8762150705321,94.79259744286963,41
male,195.12309493001806,100.42276627661302,65
female,175.92590261345197,78.40203750173526,40
female,170.49192214064016,72.28532114484071,24
female,158.38824057631317,63.12828089275912,68
female,173.05556356305507,82.11993792612154,30
female,172.59484763905428,75.28219547738843,61
female,170.2962422801288,61.28136295214174,24
male,201.28594780592053,105.64220134852411,55
male,185.01445465445664,87.2909483164638,37
female,171.6387903261906,67.73732866874909,35
female,161.05082365367005,67.22201725457155,63
female,158.71367009797999,64.23733175737715,46
male,196.65011080068751,82.24104278559827,52
female,155.99543108539498,90.36178213853782,33
male,184.5319053530822,80.63485136734457,63
female,171.91739263305996,55.866472341471216,24
male,194.24706141395328,95.21635213827608,36
male,183.31121691579702,89.50613049431388,40
female,165.25764277543036,74.10069929055744,68
male,184.57769520986992,80.55053609104748,66
female,151.60708312283305,77.13702692239615,54
male,200.52378811237006,77.02886433775019,28
male,185.32967640655747,86.84962587342086,64
female,161.22670174594094,78.12134895465246,27
female,167.26829615474867,68.18994824416183,57
female,167.634645022944,68.26416753947825,47
male,172.54710425768945,87.01999010757321,37
female,171.1779144650371,75.20441452317444,29
female,169.53538641633435,74.28664813729314,50
male,189.3820256615412,83.15967600800997,42
female,163.6865078929186,76.51636819145634,61
male,187.55392470948132,89.76430166717125,41
male,185.70114204494178,98.99417926653884,63
female,165.43917291965627,85.3287714096393,36
male,201.79509995095955,87.4347507713677,36
female,176.7282062952468,71.51621790672549,46
female,176.1549583207447,68.87249198732886,29
male,191.1066245772623,80.48554609675067,45
male,182.1631771013178,73.75878141139226,38
female,154.95695737578697,68.14678009490055,26
female,160.83287077321094,69.85541287539353,34
male,205.1965990224847,106.35586730077367,35
male,192.8033697055443,101.2643073460886,20
female,160.78416979164254,52.02877352187913,52
male,181.27997836487532,77.63936346531486,42
male,206.98701540441866,95.58170093824101,56
male,207.45099662202955,99.66782556898976,41
female,154.27418782036938,68.74543218974448,34
male,185.32158363607238,84.65058499541367,23
female,159.98995357706454,66.26604797824182,33
male,186.81643697835614,84.1682822806538,56
male,192.44016583902686,82.92683903991755,18
female,158.26038988548484,76.1864073817708,30
female,163.00050610607354,61.47239774450327,24
female,168.4088674360408,63.45754096546355,26
male,196.4282162420162,67.7081711049658,27
male,181.34134502385342,83.75714222837564,51
male,207.242694787397,70.95760433738411,44
male,190.17771894379686,87.50628232103303,37
female,160.91493026184435,67.77973299060004,48
male,192.64048312545165,86.66655817359845,26
male,182.8062740135183,89.37126779731052,32
female,171.1675456849659,68.29129900342708,53
male,187.40569967539727,90.98099155047467,55
female,166.72548179613884,60.06278424766785,21
female,165.6801931652829,63.25665187668525,66
female,169.54442723798067,66.97175767494097,28
female,154.22857455358024,72.82771937015218,26
female,162.78236963258715,68.90553950816113,18
female,167.94494042487574,68.32222021923738,58
female,156.05300750850625,94.24254517237046,43
male,193.14631738982615,111.98328835937087,22
male,191.08633478701285,73.46915668260218,48
male,182.368541152404,80.23937442222133,32
female,169.02902965503668,55.20647296237007,49
female,167.52017382661364,70.22849706931729,25
female,177.11171431691312,77.58809441775512,18
female,156.74186025298758,60.955682774550965,26
female,161.46186955866432,76.13230142996768,49
female,176.2848822616549,63.51569951109849,46
female,172.3160969417391,67.226086070439,24
male,190.19920306828212,86.01630053533425,20
male,193.43845365788397,89.18704578292369,44
male,187.74855464147834,97.21294945685148,23
male,180.7800765603739,87.62502890851835,65
female,165.96009289095747,69.15877402163734,61
male,183.12258824523184,89.16801574483114,32
male,186.17323940788916,83.90135876898064,47
female,158.42838556754091,64.63013088143546,55
male,194.2223120175764,88.5377063089139,50
male,195.5567292700067,84.36122167168654,61
female,160.98511685240754,71.05491950264597,23
female,162.81235036861347,67.20503072473933,59
male,200.6618685408876,89.30862419015037,45
female,163.80305273126166,69.024673923022,51
male,196.7087007388943,61.45517077303398,39
male,178.83707852913244,93.20298374508965,68
male,201.68315067702576,79.40453714710532,23
male,180.1610308657495,105.44481557199944,40
male,194.60434223305262,80.96296566002093,29
male,193.367064622157,88.90366194395375,57
male,185.495372387339,88.64561477355457,39
female,173.31961473481502,58.73977107094661,36
male,177.2741454222899,74.49562371244033,23
female,174.41996610443974,61.936730088839965,44
male,204.17016736300798,84.18105620427507,64
male,191.63950312775563,80.79972272705838,64
male,188.8774794326862,91.46129676024171,20
male,181.6753727444601,99.91673858801808,31
male,193.43682466146777,90.05337147647349,50
female,165.30593218847633,69.64992695564187,21
male,194.77324042738417,70.21222876153715,23
female,170.71346155733343,78.20804998884415,39
female,165.11278988735688,82.8908783465648,43
male,203.91093199461565,79.8939150070242,63
female,165.67244718994704,79.93516250577932,43
female,173.85714167123788,68.59203564697403,64
male,193.20380610237487,84.42938708568845,47
male,183.34362489218938,89.00641638339837,66
female,162.52600813980567,77.80950110309757,67
male,184.37236109690764,96.20685706422596,35
female,162.69982200400705,70.48464499071278,52
male,184.6254170442711,93.20553502887897,55
male,194.79912822408892,79.5280821111751,54
male,202.57114371166864,67.06078886808037,36
male,198.04770413215124,78.74226956268224,46
female,169.3982480092735,64.53147450466089,55
female,152.2648907964832,73.85771049873883,51
female,165.4122204163441,65.21222949769752,24
male,177.18198585163154,81.5666482414755,49
female,163.80101666314746,70.64650547686091,66
female,167.96271600419834,55.49254753461164,20
male,196.7539614316822,86.86990209724664,27
male,183.3647509791171,87.11209399224457,30
male,199.75226880554433,88.60755754663835,19
female,159.64796657776412,74.11541964018144,63
male,189.6808978855115,68.33236593210802,35
male,199.61740069648016,82.57416963710206,61
female,172.49266750095683,59.892317951406724,47
female,157.50974775255665,78.1852034223129,59
male,198.9032469535706,87.73911086847178,25
female,170.70019377700208,64.80471181336513,41
male,188.3482100895232,100.1541381534821,29
male,184.1772445423869,89.75334925427491,68
male,180.71469510182243,82.52119880921337,28
female,173.9970142149852,66.69579443427644,20
male,191.84987790151945,75.4386429704146,68
female,156.30986443067562,72.67220183913406,53
male,191.01421483167823,100.75875809501969,34
male,175.54441867620577,84.80681695728164,34
male,196.82881588985651,80.76109957677647,57
female,156.76046270182312,67.87514205369423,24
female,168.66442835408745,68.6948645280261,66
female,167.92395352551435,80.63515669398396,41
female,166.1199967154716,66.10949969523539,41
male,193.53829111416638,75.17675727723224,21
female,167.60063397462247,65.44707978201447,45
female,166.2867899966024,72.73813642594283,65
male,192.0241805073547,114.2727009247333,33
male,187.77854655430227,85.21222650834258,48
male,198.17447443161865,83.27370865709165,25
female,159.6368066680051,77.61447028274908,45
male,191.7047114293044,89.16873062590041,29
male,180.95416113426066,85.91168146666439,66
male,180.93722966995367,76.64310994979964,25
female,166.85243368421717,59.364798942734154,42
female,164.51073527763143,72.59707229984944,31
male,187.80859378633792,72.29637953674914,51
male,192.72005023171675,82.58569435275007,64
male,202.82021136098047,86.49341911059881,65
